Ref Des;Mid X (mm);Mid Y (mm);Rotation;Comment;Package;LCSC Part Number
J4,8.27,74.81,270.00,112A-TAAR-R03_ATTEND,112ATAARR03ATTEND;;;;;;
L1,83.95,19.23,270.00,68uH,IND_4828-WE-TPC_WRE;;;;;;
MCP73831,121.16,44.03,90.00,ESP32_WROVER_SPARKFUN-IC-POWER_MCP73831,ESP32_WROVER_SPARKFUN-IC-POWER_SOT23-5;;;;;;
PFMF.050.1,151.44,32.34,180.00,ESP32C6_VARISTORCN1812,ESP32C6_VARISTOR_CT/CN1812;;;;;;
Q1,128.07,40.61,0.00,20V/4.2A/52mΩ/1.4W,ESP32_WROVER_SPARKFUN-DISCRETESEMI_SOT23-3;;;;;;
Q2,78.87,15.06,270.00,20V/4.2A/52mΩ/1.4W,ESP32_WROVER_SPARKFUN-DISCRETESEMI_SOT23-3;;;;;;
Q3,67.41,3.63,270.00,SI1308EDL-T1-GE3,SOT65P210X110-3N;;;;;;
R1,19.41,27.84,89.00,10K,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R10,5.51,86.01,89.30,10K,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R1_BAT,115.12,44.66,0.00,200,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R1_PINH,158.67,-4.15,90.00,10K,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R1_PINH1,94.11,40.62,90.00,10K,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R1_PWRUSB,113.98,33.56,90.00,100K,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R2,65.55,0.74,0.00,2.2,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R2_BAT,119.23,39.66,90.00,2K,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R2_PINH,156.07,-4.14,90.00,10K,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R2_PINH1,94.11,50.53,90.00,10K,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R2_USB,156.79,43.66,90.00,5k1,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R2_USB1,147.82,41.58,90.00,5k1,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R3,70.79,2.74,0.00,0.47,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R4,68.03,-0.26,270.00,10K,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R5,50.21,21.72,90.00,10K,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R6,37.21,32.75,90.00,10K,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R7,55.21,21.83,91.30,10K,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R8,57.71,21.90,90.00,10K,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R9,74.21,15.14,90.00,10K,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
RESET_BUTTON,23.99,95.56,180.00,BUTTON_CUSYOMV1,MYBUTTON;;;;;;
R_BOOT,53.51,94.88,90.00,10K,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R_CAPACITOR,89.61,52.19,180.00,15,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R_CHANGE,68.44,94.98,90.00,10K,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R_CL1,82.45,14.04,0.00,10K,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
R_RESET,27.91,94.85,270.00,10K,ESP32_WROVER_EAGLE-LTSPICE_R0402;;;;;;
SENSOR2,159.37,2.30,0.00,ESP32_WROVER_BME680_BME680,ESP32_WROVER_BME680_PSON80P300X300X100-8N;;;;;;
SJ1,65.54,-1.03,0.00,,SJ;;;;;;
TP1,15.21,55.49,0.00,TPTP20R,TP20R;;;;;;
TP10,102.21,6.77,0.00,TPTP20R,TP20R;;;;;;
TP11,5.21,16.69,0.00,TPTP20R,TP20R;;;;;;
TP12,102.21,3.61,0.00,TPTP20R,TP20R;;;;;;
TP13,5.21,20.29,0.00,TPTP20R,TP20R;;;;;;
TP14,127.21,53.21,0.00,TPTP20R,TP20R;;;;;;
TP15,5.21,6.37,0.00,TPTP20R,TP20R;;;;;;
TP16,155.31,7.59,0.00,TPTP20R,TP20R;;;;;;
TP17,102.21,12.71,0.00,TPTP20R,TP20R;;;;;;
TP2,20.21,55.41,0.00,TPTP20R,TP20R;;;;;;
TP3,130.21,53.33,0.00,TPTP20R,TP20R;;;;;;
TP4,78.21,92.25,0.00,TPTP20R,TP20R;;;;;;
TP5,83.21,92.17,0.00,TPTP20R,TP20R;;;;;;
TP6,3.51,55.43,0.00,TPTP20R,TP20R;;;;;;
TP7,5.21,9.45,0.00,TPTP20R,TP20R;;;;;;
TP8,5.21,12.93,0.00,TPTP20R,TP20R;;;;;;
TP9,102.21,9.85,0.00,TPTP20R,TP20R;;;;;;
U1,37.75,40.54,0.00,W25Q512JVEIQ,SON127P600X800X80-9N;;;;;;
U2,15.65,40.78,90.00,ESP32-C6-WROOM-1-N8,XCVR_ESP32-C6-WROOM-1-N8;;;;;;
U3,86.24,45.24,270.00,DS3231SN#,SOIC127P1032X265-16N;;;;;;
U4,131.85,45.66,0.00,MAX17048G+T10,SON50P200X200X80-9N;;;;;;
